Rank,Name,Revenue,revenue(% change),profits in millions,profits % change,assets,market value,change in rank in 1000,employees,change in rank(500 only),measure_up_rank
907,Designer Brands,2234.70,-0.36,-488.7,-6.172,"1,976.60",1259.80,-209,11400,-,-
908,Splunk,2229.40,-0.055,-908,-,"5,868.50",22196.90,-5,6500,-,-
909,Primerica,2217.50,0.08,386.2,0.054,"14,905.30",5826.20,71,2528,-,-
910,Copart,2205.60,0.08,699.9,0.183,"3,455.30",25666.40,74,7600,-,-
911,CDK Global,2195.10,-0.059,207.5,0.673,"2,854.10",6582.10,-,9000,-,-
912,Maxim Integrated Products,2191.40,-0.053,654.7,-0.209,"3,629.30",24490.90,3,7115,-,-
913,Kar Auction Services,2187.70,-0.376,0.5,-0.997,"6,798.20",1945.50,-220,9400,-,-
914,Ohio National Mutual,2181.80,-0.068,-,-,"41,091",-,-6,1082,-,-
915,Carpenter Technology,2181.10,-0.084,1.5,-0.991,"3,227.20",1976.30,-18,4600,-,-
916,Boyd Gaming,2178.50,-0.345,-134.7,-1.855,"6,558.90",6608.30,-188,14284,-,-
917,Unisys,2175.80,-0.262,750.7,-,"2,707.90",1702.60,-124,17200,-,-
918,Seagen,2175.50,1.373,613.7,-,"4,000.90",25176.10,-,2092,-,-
919,Itron,2173.40,-0.132,-58,-2.183,"2,607",4000.00,-49,6451,-,-
920,Kirby,2171.40,-0.235,-272.5,-2.915,"5,924.20",3622.00,-102,5400,-,-
921,Rollins,2161.20,0.072,260.8,0.283,"1,845.90",16939.10,72,15616,-,-
922,Travel + Leisure,2160.00,-0.466,-255,-1.503,"7,613",5255.60,-282,15500,-,-
923,Terminix Global Holdings,2159.00,0.039,551,3.305,"4,837",6285.80,44,11400,-,-
924,Franchise Group,2152.50,7.11,25.1,-,"1,837.70",1447.80,-,6421,-,-
925,West Pharmaceutical Services,2146.90,0.167,346.2,0.432,"2,793.80",20809.50,-,9200,-,-
926,Portland General Electric,2145.00,0.01,155,-0.276,"9,069",4252.20,35,3639,-,-
927,Flagstar Bancorp,2144.00,0.527,538,1.468,"31,038",2375.80,-,5214,-,-
928,Renewable Energy Group,2137.10,-0.191,122.8,-0.677,"1,461.40",2977.40,-77,895,-,-
929,Deckers Outdoor,2132.70,0.056,276.1,0.045,"1,765.10",9307.90,60,3600,-,-
930,SkyWest,2127.10,-0.284,-8.5,-1.025,"6,887.60",2740.60,-142,12502,-,-
931,Beazer Homes USA,2127.10,0.019,52.2,-,"2,007.50",653.60,34,1063,-,-
932,BWX Technologies,2123.50,0.121,278.7,0.142,"2,293.50",6273.60,-,6700,-,-
933,OGE Energy,2122.30,-0.049,-173.7,-1.401,"10,718.80",6472.70,1,2360,-,-
934,Nordson,2121.10,-0.033,249.5,-0.26,"3,674.70",11540.50,15,7555,-,-
935,Caleres,2117.10,-0.275,-439.1,-7.99,"1,867.10",827.30,-138,6650,-,-
936,BOK Financial,2112.90,-0.051,435,-0.131,"46,671.10",6212.10,-,4915,-,-
937,AAR,2112.40,-0.016,4.4,-0.413,"2,079",1471.10,19,5400,-,-
938,Apollo Global Management,2110.90,-0.329,156.6,-0.814,"23,669.10",10904.70,-184,1729,-,-
939,Amedisys,2105.90,0.077,183.6,0.448,"1,567.20",8698.00,-,21000,-,-
940,Wynn Resorts,2095.90,-0.683,"-2,067.20",-17.809,"13,869.50",14497.80,-486,27500,-,-
941,Hain Celestial Group,2084.30,-0.231,-80.4,-,"2,188.50",4356.00,-105,4287,-,-
942,SBA Communications,2083.10,0.034,24.1,-0.836,"9,158",30343.00,52,1483,-,-
943,Allison Transmission Holdings,2081.00,-0.229,299,-0.505,"4,477",4536.90,-104,3300,-,-
944,Chemed,2079.60,0.073,319.5,0.453,"1,434.90",7372.20,-,15544,-,-
945,Aerojet Rocketdyne Holdings,2072.70,0.046,137.7,-0.023,"2,899.90",3758.60,-,4969,-,-
946,Hyatt Hotels,2066.00,-0.588,-703,-1.918,"9,129",8377.50,-400,37000,-,-
947,LHC Group,2063.20,-0.008,111.6,0.166,"2,483.40",6041.20,19,21150,-,-
948,BGC Partners,2056.70,-0.023,48.9,0.028,"3,949.30",1785.20,15,4950,-,-
949,G-III Apparel Group,2055.10,-0.35,23.5,-0.836,"2,436.40",1458.10,-197,3050,-,-
950,Benchmark Electronics,2053.10,-0.095,14.1,-0.4,"1,744.20",1123.20,-20,11234,-,-
951,Affiliated Managers Group,2027.50,-0.095,202.2,11.879,"7,888.90",6352.00,-18,3900,-,-
952,CoreLogic,2016.70,0.144,301.4,5.103,"4,283.20",5830.50,-,5300,-,-
953,Air Lease,2015.40,-0.001,516.3,-0.121,"25,215.20",5590.50,39,120,-,-
954,NewMarket,2010.90,-0.082,270.6,0.064,"1,933.90",4154.40,-4,2105,-,-
955,Trinity Industries,1999.40,-0.335,-147.3,-2.07,"8,701.80",3161.60,-174,6375,-,-
956,Amneal Pharmaceuticals,1992.50,0.225,91.1,-,"4,006",2022.70,-,6000,-,-
957,Americold Realty Trust,1987.70,0.114,24.5,-0.49,"7,831.20",9708.50,-,16300,-,-
958,Bruker,1987.50,-0.041,157.8,-0.2,"3,049",9742.60,10,7400,-,-
959,Cheesecake Factory,1983.20,-0.201,-253.4,-2.99,"2,747.10",2715.40,-83,42500,-,-
960,Zurn Water Solutions,1980.10,-0.038,146.7,-0.262,"3,041.10",5632.60,-8,6570,-,-
961,Korn Ferry,1977.30,0.002,104.9,0.022,"2,743.80",3368.40,-,8198,-,-
962,Modine Manufacturing,1975.50,-0.107,-2.2,-1.026,"1,536.10",759.50,-19,11300,-,-
963,Zynga,1974.80,0.494,-429.4,-11.242,"6,206.50",11057.40,-,2245,-,-
964,Belden,1971.90,-0.209,-55.2,-,"3,139.70",1981.40,-90,6300,-,-
965,Murphy Oil,1971.40,-0.53,"-1,148.80",-1.999,"10,620.90",2532.30,-340,675,-,-
966,Range Resources,1968.70,-0.304,-711.8,-,"6,136.90",2671.00,-145,533,-,-
967,B&G Foods,1967.90,0.185,132,0.728,"3,767.60",2010.40,-,3207,-,-
968,Vail Resorts,1963.70,-0.136,98.8,-0.672,"5,244.20",11741.10,-39,25400,-,-
969,Five Below,1962.10,0.062,123.4,-0.295,"2,314.80",10677.20,-,12050,-,-
970,First Citizens BancShares,1960.80,0.077,491.7,0.075,"49,957.70",8148.20,-,6587,-,-
971,HNI,1955.40,-0.13,41.9,-0.621,"1,418",1698.50,-40,7600,-,-
972,New Jersey Resources,1953.70,-0.246,193.9,0.144,"5,569.80",3837.50,-112,1156,-,-
973,Edgewell Personal Care,1949.70,-0.089,67.6,-,"3,540.90",2149.40,-15,5800,-,-
974,TTEC Holdings,1949.20,0.186,118.6,0.538,"1,516.40",4695.00,-,61000,-,-
975,Arcosa,1935.60,0.114,106.6,-0.059,"2,646.70",3135.70,-,6410,-,-
976,DexCom,1926.70,0.305,493.6,3.882,"4,290.50",34755.10,-,5950,-,-
977,Green Plains,1923.70,-0.37,-108.8,-,"1,578.90",1208.80,-204,839,-,-
978,Teledyne FLIR,1923.70,0.019,212.6,0.239,"3,252.30",7411.00,-,4179,-,-
979,E.W. Scripps,1915.10,0.345,269.3,-,"4,859.40",1585.50,-,5400,-,-
980,Dropbox,1913.90,0.152,-256.3,-,"2,387.20",11056.40,-,2760,-,-
981,Universal,1910.00,-0.142,71.7,-0.312,"2,120.90",1446.10,-46,24000,-,-
982,CoreCivic,1905.50,-0.038,54.2,-0.713,"3,709.30",1088.40,-,12415,-,-
983,Newmark Group,1905.00,-0.141,80.1,-0.318,"3,982.50",1834.60,-42,5742,-,-
984,Revlon,1904.30,-0.213,-619,-,"2,527.70",657.70,-99,6000,-,-
985,Covanta Holding,1904.00,0.018,-28,-3.8,"3,706",1829.30,-,4000,-,-
986,ChampionX,1900.00,0.68,-743.9,-15.261,"3,475.80",4368.10,-,6600,-,-
987,EchoStar,1887.90,-0.1,-40.2,-,"7,073.40",2230.70,-23,2400,-,-
988,Kennametal,1885.30,-0.206,-5.7,-1.023,"3,037.60",3338.80,-89,8989,-,-
989,Valhi,1878.10,-0.031,55.2,0.122,"2,889.30",579.90,-,2784,-,-
990,Guess,1876.50,-0.299,-81.2,-1.846,"2,465.90",1495.20,-147,11000,-,-
991,Harsco,1874.10,0.035,-26.3,-1.052,"2,993.30",1354.70,-,11900,-,-
992,Stepan,1869.80,0.006,126.8,0.229,"1,752.30",2858.90,-,2293,-,-
993,Clearwater Paper,1868.60,0.061,77.1,-,"1,800.40",624.70,-,3340,-,-
994,Live Nation Entertainment,1861.20,-0.839,"-1,724.50",-25.675,"10,589.30",18457.70,-719,8200,-,-
995,BioMarin Pharmaceutical,1860.50,0.092,859.1,-,"5,848",13730.00,-,3059,-,-
996,Surgery Partners,1860.10,0.016,-116.1,-,"5,413.20",2649.40,-,9950,-,-
997,Entegris,1859.30,0.169,295,0.157,"2,917.70",15120.70,-,5800,-,-
998,Sleep Number,1856.60,0.093,139.2,0.701,800.1,3560.30,-,4625,-,-
999,Spire,1855.40,-0.05,88.6,-0.52,"8,241.20",3817.50,-,3583,-,-
1000,Clear Channel Outdoor Holdings,1854.60,-0.309,-582.7,-,"5,755.30",842.10,-158,4800,-,-
